data,Rt,High_68,Low_68,High_95,Low_95
2020-05-09,0.7250294841527491,0.788424603464879,0.66674006318362,0.8569254211200096,0.6135563405574914
2020-05-10,0.7107995143261483,0.776558390311223,0.6506191108212787,0.8478957387765028,0.5960171797966142
2020-05-11,0.6935193677290422,0.7619527296472276,0.6312446651502789,0.8365447509048352,0.5751286219109379
2020-05-12,0.6787296114000834,0.7492062365436393,0.6148973403866295,0.826327215817297,0.5577094235032773
2020-05-13,0.6711521145413815,0.7425973823125757,0.6065965739547,0.8209323772682823,0.5489307605525312
2020-05-14,0.6675483870747662,0.7394886575820175,0.6026233776393964,0.8184441891611508,0.5447136292759084
2020-05-15,0.66476600748127,0.7370743655127234,0.5995683828013396,0.8164934568957,0.5414814914729321
2020-05-16,0.6608846854763571,0.7337226753143878,0.5952953588213902,0.8138093283354821,0.536954695349487
2020-05-17,0.6567343511197159,0.730142174446667,0.5907256281133064,0.8109490980941594,0.5321160054274385
2020-05-18,0.6546335966618102,0.72831769040577,0.5884233158051975,0.8094755970370766,0.5296868478359316
2020-05-19,0.6564793182609109,0.7299079386487078,0.5904563898436012,0.810742251006992,0.5318391533967787
2020-05-20,0.6644986819635503,0.7368644980987643,0.5992569701569904,0.8163544185626326,0.5411393626790848
2020-05-21,0.6689511758657372,0.7407060277853565,0.6041638592671812,0.8194284150260394,0.5463440779896886
2020-05-22,0.6730284521630436,0.7441772562478634,0.6086976117248876,0.8221440239793468,0.5511847349333953
2020-05-23,0.6739665536983407,0.744975842111272,0.6097411420249457,0.8227690072637397,0.552299607091087
2020-05-24,0.6773698256627676,0.7478836647453411,0.6135191901068675,0.8250607073545879,0.5563317580776406
2020-05-25,0.6820994349240607,0.751974767152262,0.6187311661458973,0.8283571628305012,0.5618699608177716
2020-05-26,0.6882644914965999,0.7572765203573396,0.6255547706710626,0.8325908572532819,0.5691473578807278
2020-05-27,0.6883839348520665,0.757375632367091,0.6256899970834882,0.8326650896285616,0.5692938190613558
2020-05-28,0.6903031022385989,0.7589873050116577,0.6278472219679786,0.833899830287155,0.5716196641997968
2020-05-29,0.6939888029313087,0.7620732226852033,0.6319993030447014,0.836252562306385,0.5761047230253815
2020-05-30,0.6976209750337563,0.7651467835969359,0.6360661095108542,0.8386435352003928,0.5804821870282292
2020-05-31,0.6970080690651091,0.7646273840492624,0.6353803608326408,0.838238305785101,0.5797442593518577
2020-06-01,0.697983504156043,0.7654562984696609,0.6364698427122537,0.8388882256531075,0.5809153141382929
2020-06-02,0.6997004322980747,0.7669259086135803,0.638379019342577,0.8400554482890943,0.5829616697470874
2020-06-03,0.7026891359101745,0.7694146133520707,0.6417611726499846,0.8419376049756733,0.5866307235715011
2020-06-04,0.7035953728700951,0.7701690915924826,0.6427871025040335,0.842508258671196,0.587744280494298
2020-06-05,0.6979784807067636,0.7654943371136318,0.6364290832310202,0.8389766524516247,0.5808461446864015
2020-06-06,0.695596229481265,0.7634636137614748,0.6337738186508071,0.8373759714914364,0.577996381270101
2020-06-07,0.6914403090207732,0.7599535433588233,0.6291164535245978,0.8346561565387475,0.5729819768702967
2020-06-08,0.6897635435067508,0.758554545590441,0.6272238674013513,0.833596873652422,0.5709355172742423
2020-06-09,0.698002631682682,0.7655112672346566,0.6364590439600964,0.8389849506160204,0.5808805040669002
2020-06-10,0.7006554411729757,0.7678157684986365,0.6393808617820237,0.840861843759006,0.5839920303257803
2020-06-11,0.6998521744272763,0.7671331444260141,0.6384834343623162,0.8403263443585298,0.5830269242311339
2020-06-12,0.6995051149050442,0.7668383215410788,0.6380956254262347,0.8400952453343385,0.5826098531046505
2020-06-13,0.7055508562273339,0.7719625129926259,0.6448631809650335,0.8440981512609091,0.5898994872057246
2020-06-14,0.715245979109489,0.7802392930097144,0.6556759808224399,0.8506559225231161,0.6015292981485671
2020-06-15,0.7324208385741363,0.7948571175105058,0.6748965378081769,0.8622053746172855,0.622284215212628
2020-06-16,0.7632146255773935,0.820991188535867,0.7095090862575801,0.8828387751330001,0.6598745705764267
2020-06-17,0.789955450811891,0.8432358361727141,0.7400449869309123,0.8998861430133815,0.6935044445297776
2020-06-18,0.8198694952777273,0.8677949280551633,0.7745928462698859,0.9183691446021942,0.7319649810316391
2020-06-19,0.852830063169047,0.8957192453526075,0.8119956961793033,0.9406632427299851,0.7732161443833768
2020-06-20,0.8788948814253157,0.9155654632138488,0.8436936334618699,0.9537053788274694,0.8099617193235114
2020-06-21,0.9000988415035005,0.9317884214441702,0.869487317487161,0.96455605730917,0.8399538493951515
2020-06-22,0.9173313446260238,0.945499720775016,0.8900023484759134,0.9745074769228896,0.8635127323246847
2020-06-23,0.9374251798333565,0.9600594434994284,0.9153246134329772,0.9832274044311929,0.8937577442982908
2020-06-24,0.9521180800425265,0.9686524306479743,0.9358659820365932,0.9854690338529365,0.9198961366301742
2020-06-25,0.9562730784729363,0.9713525197254883,0.9414277471297464,0.9866660708874023,0.9268165256959188
2020-06-26,0.9509087248670209,0.9675213761985237,0.9345813390967366,0.984419293091245,0.9185392188876709
2020-06-27,0.936852623042331,0.9570771621319686,0.9170555078536825,0.9777291251225952,0.8976858165660233
2020-06-28,0.915204794131147,0.9407082604213101,0.8903928773684743,0.9669032762389637,0.8662725101332921
2020-06-29,0.8894423918015018,0.9208451767969299,0.8591108203009286,0.953319175287213,0.8298504622952103
2020-06-30,0.8666004203784264,0.9037776703047736,0.830953118737988,0.9424848685170296,0.7968357653834587
2020-07-01,0.8436180484654985,0.8852859254725962,0.8039124466457408,0.9289160776670341,0.7661691200133235
2020-07-02,0.8215359824811912,0.8674798058626937,0.7780271635854951,0.9158586337300026,0.7369533491756056
2020-07-03,0.8085364245101113,0.8572808197778765,0.7625658456272391,0.9087990314305349,0.71936908312926
2020-07-04,0.7928288934684966,0.8440341627951564,0.7447329729514034,0.8983487809313828,0.6997464012438768
2020-07-05,0.7852202992228,0.8375419749565443,0.7361703805257775,0.8931354077270103,0.6903922188654769
2020-07-06,0.7872428693739245,0.8392523709248658,0.738459561070804,0.8944880657236282,0.6929024460155043
2020-07-07,0.7963401532187497,0.8469254413160607,0.7487789301563039,0.900534794448237,0.7042417721287234
2020-07-08,0.8091574663630068,0.857901346947669,0.7631853340102098,0.9094169757641966,0.7199849498892781
2020-07-09,0.8310205522906197,0.8761501781515617,0.7882170525857801,0.9236059301686061,0.7477396790370427
2020-07-10,0.8530074564264509,0.8935377850136798,0.8143165054127491,0.9359074911744358,0.7774649319725744
2020-07-11,0.8789697269338856,0.9136853330931466,0.8455736216333641,0.949720440111147,0.8134970171915819
2020-07-12,0.9048346959315353,0.933371588870595,0.8771704936395547,0.962781172456734,0.8503789819946531
2020-07-13,0.9324843642984817,0.9545950398314647,0.910885892936274,0.9772179195352227,0.8897996257448414
2020-07-14,0.9571060673377519,0.9743592176353753,0.9401584455625911,0.9919178964554611,0.9235163523098928
2020-07-15,0.9791437084458885,0.9904359818487299,0.9679801860023659,1.0018570062108902,0.956945414518162
2020-07-16,0.9928996542747562,1.0004292790682794,0.9854267012057003,1.0080155755862696,0.9780104198611118
2020-07-17,1.0010897910878707,1.0080048096886252,0.9942222107973181,1.0149672665995817,0.9874020688169675
2020-07-18,1.0085045507101162,1.0152744642906826,1.0017797798382126,1.0220895205799123,0.9951001516749719
2020-07-19,1.0148155660475349,1.0219701094749714,1.0077111103069831,1.0291747405892933,1.0006567422533164
2020-07-20,1.0200455116984382,1.028072499976734,1.0120811975241883,1.0361621623590764,1.0041795574539853
2020-07-21,1.0220762581681888,1.0304032803375158,1.0138165304569322,1.0387975969649137,1.0056240972037465
2020-07-22,1.023922871232127,1.032434542707842,1.015481373485982,1.0410163879131267,1.007110049469407
2020-07-23,1.031294019249419,1.0415031361805531,1.0211849774583892,1.0518123282517906,1.0111760108074632
2020-07-24,1.0362950251851202,1.0486101608800422,1.0241245264609296,1.0610699335456952,1.01209866470747
2020-07-25,1.0382040220449062,1.0511410890742579,1.0254261858206994,1.0642373869087547,1.0128075804016379
2020-07-26,1.043873904156591,1.0589205545950606,1.0290410687372469,1.0741810200526556,1.014422048337028
2020-07-27,1.0521632815375879,1.0695885492212678,1.0350219175142372,1.0872977205652765,1.0181644571512154
2020-07-28,1.0608647358662662,1.0802368530073978,1.0418400509561065,1.0999564023795012,1.0231627982769191
2020-07-29,1.070525512107674,1.0926975473836373,1.0488034181363748,1.1153195239642648,1.0275312654697393
2020-07-30,1.082034467916533,1.1081449802695655,1.0565392663028936,1.1348708033619912,1.031659375428647
2020-07-31,1.0994297035173186,1.131643780690684,1.068132838195631,1.164775069715727,1.0377531847256205
2020-08-01,1.1196503117160708,1.159076586527893,1.0815655194753593,1.1998443439108255,1.0448222098057582
2020-08-02,1.1360199905089832,1.1808611863768559,1.0928821770945367,1.227405764698155,1.0514477461335168
2020-08-03,1.1477338553249266,1.196176032868128,1.1012542714502966,1.246580804079901,1.0567372812442384
2020-08-04,1.14829534413034,1.1969051064991711,1.1016605788921379,1.2474898659986309,1.0570008107845643
2020-08-05,1.1436467565082693,1.1907597438289361,1.0983985474817182,1.2397375094437184,1.0550151167492825
2020-08-06,1.1435156808475855,1.1905866738205384,1.0983064127982536,1.2395193917171123,1.0549588696725423
2020-08-07,1.147394276994055,1.1956773654010766,1.1010617212625162,1.2459109864835805,1.0566796982064601
2020-08-08,1.156393231117727,1.2081786982323885,1.106828435045502,1.262184836389487,1.0594843100157134
2020-08-09,1.1649842248591817,1.2198911086039388,1.1125499341929537,1.277270585427225,1.0625882366052548
2020-08-10,1.1745189498026742,1.2331425223986938,1.1186839172093694,1.2945546349974286,1.0656374246187794
2020-08-11,1.1763727988073454,1.2357363461302733,1.1198626645553704,1.2979533065241542,1.0662059433743485
2020-08-12,1.1819902870591739,1.243633428732881,1.1234044882196652,1.3083339132407863,1.0678760322143552
2020-08-13,1.1918384612374016,1.257388654656498,1.1297078558963536,1.3263584361536431,1.0709968386333542
2020-08-14,1.2052009913784754,1.2757047941530804,1.1385966704574795,1.3501080787812942,1.075891831390093
2020-08-15,1.224044527799456,1.301208565340365,1.1514604883803354,1.3829526010030622,1.0834564470830033
2020-08-16,1.2464801187261765,1.33204539451092,1.166416896097845,1.4231127234520762,1.091855726625926
2020-08-17,1.2650386150830426,1.3577669006541913,1.178650581760244,1.4568354384736895,1.0986028006857949
2020-08-18,1.2718185078770998,1.3672698744731937,1.183038897631798,1.4693929974200792,1.100931043737288
2020-08-19,1.2733592226699637,1.3694430593482665,1.1840252056530838,1.4722767156879928,1.101441008297627
2020-08-20,1.273000888531922,1.3689346831932085,1.1837983283485425,1.4715997123324023,1.1013270026430702
2020-08-21,1.2751333760495054,1.3720142775239181,1.1851019937109672,1.4757446981342048,1.1019201305083035
2020-08-22,1.2884811493209858,1.3910474494592855,1.1934876914413188,1.5011865918562175,1.1060670758202842
2020-08-23,1.3079405080616244,1.4194887767608644,1.2051716576997533,1.539816463797473,1.1111822256752508
2020-08-24,1.3375617111446332,1.4629723389442366,1.2229215030109317,1.5991533864097418,1.1190517145431325
2020-08-25,1.3662430293922725,1.5054569190858917,1.2399302840080788,1.6575719530889366,1.1265186829333107
2020-08-26,1.391937388615961,1.5432289296034467,1.2555136308059307,1.709388253768388,1.1339576561733564
2020-08-27,1.421836530895355,1.5875424100618156,1.2734742124365184,1.7705918499358997,1.1424554546853052
2020-08-28,1.4499906694969906,1.629657116874705,1.290192647544647,1.8291919896777902,1.1502630510176743
2020-08-29,1.4756056183084443,1.6681803269060889,1.305336292598826,1.8830604183917594,1.157372349777234
2020-08-30,1.5012860875198324,1.7066634199138433,1.320713686976087,1.93684568415812,1.1649462182826074
2020-08-31,1.5220953521720024,1.7379502652995642,1.333153998874605,1.9807187382572904,1.1711262054073726
2020-09-01,1.5290310826965112,1.7484167495785037,1.3372824319954446,1.9954394326414218,1.1731707974753036
2020-09-02,1.5213062320159545,1.736749087315925,1.3326925690445466,1.9790211349444589,1.1709080984017015
2020-09-03,1.5017975554325527,1.7072154588325268,1.3211863381111786,1.937440048311101,1.1653818068684045
2020-09-04,1.475080265322476,1.6670024879943837,1.3053277839550135,1.8810944519707367,1.1577450438919958
2020-09-05,1.4425307715230353,1.6179052867902943,1.2862223286869445,1.8123458744887215,1.148979958282022
2020-09-06,1.4122760764287379,1.5728010079535681,1.268177705852528,1.7497525004270194,1.1405058962249388
2020-09-07,1.378210783395973,1.5230256588491073,1.2471967021122001,1.6816413284716034,1.1299834149977894
2020-09-08,1.341379781854035,1.4699639069004369,1.224065067601391,1.6098174427405967,1.1180197641425047
2020-09-09,1.3004055823309872,1.4106731520036049,1.198770463560518,1.5295731725783712,1.1057677956921972
2020-09-10,1.2606164611147133,1.3540731893173987,1.1736177194617268,1.4539879040697827,1.0930769643584393
2020-09-11,1.2242956854812317,1.3030463602400046,1.150308726128514,1.3865607504048325,1.0810854821818519
2020-09-12,1.191766465948437,1.2578967367667258,1.1291152077332989,1.3275060201881654,1.0699429621213112
2020-09-13,1.1614947487555396,1.2163454262435252,1.1091188024002487,1.2736708348642054,1.059217587177653
2020-09-14,1.1359229547774707,1.1817473095793178,1.0918761893400881,1.2293492537456296,1.0496070132671698
2020-09-15,1.1118059552991708,1.1493682371123326,1.0754715671236943,1.1881584125631794,1.0403650725859033
2020-09-16,1.0909769556536553,1.1210447727727926,1.0617157399296844,1.1519191912870965,1.0332611256008797
2020-09-17,1.0740458848431518,1.0979705504232604,1.0506425971648716,1.1224165939051973,1.0277606873884202
2020-09-18,1.0605101166045694,1.0791991133492405,1.042144790242528,1.0982117804765414,1.0241031342631166
2020-09-19,1.0536169598455598,1.0697887594619586,1.0376896403128666,1.0862050391620637,1.0220068008638792
2020-09-20,1.0497290732960487,1.064741898577835,1.034927938872392,1.0799664147177508,1.0203384953068644
2020-09-21,1.0465339295053198,1.0604428881888075,1.0328074110597023,1.0745342871101653,1.0192633328519554
2020-09-22,1.044187388865817,1.0572421341831826,1.0312938486939573,1.0704580846460543,1.0185615136676038
2020-09-23,1.0445400937690013,1.0576977182459282,1.0315461547923124,1.071019028223093,1.0187159013158613
2020-09-24,1.0449466437060981,1.0582306932462133,1.0318293564095296,1.0716815050298754,1.0188788313565078
2020-09-25,1.0464444103676596,1.0601816103086605,1.0328852163285807,1.074096816151584,1.0195040281914238
2020-09-26,1.0496286009977003,1.0643430930549544,1.0351175458063921,1.079261021978155,1.0208099274810305
2020-09-27,1.0537803387672144,1.0698496993253004,1.0379523568951496,1.0861604385694075,1.022365753709106
2020-09-28,1.0583035443658098,1.0758536899288311,1.0410397092050097,1.0936901458940738,1.0240621844464313
2020-09-29,1.0634925021461414,1.0828736490066662,1.044458264586152,1.102601705167726,1.025770936326698
2020-09-30,1.0708333308996227,1.0926689929466937,1.0494340715984436,1.114941057739657,1.0284712150431568
2020-10-01,1.0784503463411899,1.1027758224109798,1.054661516769592,1.1276379449789622,1.0314093336961867
2020-10-02,1.091302866344616,1.1200947525959024,1.0632511939824991,1.1496268527363585,1.0359397355095519
2020-10-03,1.1050971319378957,1.1384825914529317,1.0726908956757617,1.1728472742208698,1.0412638826665297
2020-10-04,1.12138194433269,1.160716023689029,1.0833811921705803,1.2013834302395978,1.0467137672027003
2020-10-05,1.1405966849319482,1.1867577168967114,1.0962318472705346,1.2347149431648237,1.05366320391247
2020-10-06,1.160133995226144,1.2131147882406748,1.1094681555927444,1.2684105346363364,1.0611172693404756
2020-10-07,1.1796724132778906,1.2397959997416867,1.1224662208426301,1.3028369802340192,1.0681774224359055
2020-10-08,1.2046016582859018,1.2744105534822143,1.1386195855981067,1.3480462711870438,1.076464335418829
2020-10-09,1.2360344732055433,1.3188685274922118,1.1584081105267692,1.406910273386775,1.0859894394558898
2020-10-10,1.2762335619170928,1.3766641049250425,1.1831394124420733,1.4844310414659223,1.0973816564999839
2020-10-11,1.323811785345201,1.4458401182310032,1.2121010019558414,1.5781860006132482,1.110707768062925
2020-10-12,1.3728844531135291,1.5177649905194102,1.2418653534893704,1.676506965707013,1.124707691646934
2020-10-13,1.4188681292922294,1.5853196113768535,1.2699417430525572,1.7692961893064296,1.1385404526578375
2020-10-14,1.4630811140305722,1.6510433737636163,1.296587116865077,1.86047389606421,1.1515613822671316
2020-10-15,1.5061872519161155,1.716215989899472,1.3219585774790865,1.9520447914291565,1.1635299665883851
2020-10-16,1.552157225122584,1.7864909378243516,1.3486943892328447,2.0516955273381474,1.1761024301551335
2020-10-17,1.5962551004054777,1.8550886965139426,1.3737130844780376,2.1502138728034326,1.1874626487316227
2020-10-18,1.6406787916847818,1.9249322819056138,1.398632189895402,2.251392660557898,1.1987924765374742
2020-10-19,1.6807489313510475,1.988793303995342,1.4207072342695306,2.3448403522024144,1.208668212750792
2020-10-20,1.7046395085933423,2.0271736405806853,1.4337512186049033,2.4013536145669314,1.214508770615368
2020-10-21,1.7150492301767806,2.044018465953859,1.439372458030594,2.4262801653618298,1.2169881495152992
2020-10-22,1.7224053693819634,2.0560133756442336,1.443289543274744,2.4441135620615544,1.218665897322575
2020-10-23,1.727138428164453,2.0637517310149227,1.4457993739467305,2.455639282498139,1.2197345683617549
2020-10-24,1.734706571617878,2.076137379919107,1.4498105785587008,2.4741030034623868,1.221449400741575
2020-10-25,1.7430669189972976,2.0898044671580527,1.454261081667422,2.4944737261496863,1.2233869551684258
2020-10-26,1.7496009370696473,2.100509062231391,1.4577298605029227,2.5104542359881536,1.2248958325312174
2020-10-27,1.7418917013619626,2.087871054647188,1.453643370482736,2.491581430338412,1.2231260620095084
2020-10-28,1.7283561278238784,2.0656736519480536,1.4464936007402207,2.4584461731127467,1.2200860706970804
2020-10-29,1.7134485818552823,2.041284048898719,1.4386082948738272,2.422114696004137,1.2167631879543541
2020-10-30,1.6973736044047318,2.0150891066190986,1.4300669918281956,2.3832134984712963,1.2131692688894904
2020-10-31,1.684743947014217,1.9946006747155312,1.423316735778303,2.3528869188822457,1.2103190410077895
2020-11-01,1.6735191001079113,1.9764912260143634,1.4172649920498852,2.3261813697692415,1.2077289018402853
2020-11-02,1.6616535422299261,1.9575237215820727,1.410761061178581,2.298371599235021,1.2048462784280378
2020-11-03,1.6370132002130022,1.9183906466351202,1.3971308097704074,2.241263149036761,1.1987434753073356
2020-11-04,1.6054077666446167,1.8684053076879272,1.3796150851152795,2.168607708245211,1.1910272630999157
2020-11-05,1.572186491907068,1.8164517173562256,1.3609184017660823,2.0937140781135546,1.1826474469332682
2020-11-06,1.5385715519004723,1.7642590600387402,1.3418735215227695,2.0189360459375734,1.1741649689056313
2020-11-07,1.5075121567516423,1.7164866235211116,1.3240743633136998,1.9509977636221079,1.1661732432072847
2020-11-08,1.4788086479322862,1.6726414357657517,1.3075139487731018,1.889012312273499,1.1587573382881986
2020-11-09,1.4492613596883406,1.6281689158852752,1.290072346565386,1.8267950151561902,1.1506018765164119
2020-11-10,1.41244014043994,1.5732225437544287,1.2681327347059257,1.7504799446493917,1.1403003265523861
2020-11-11,1.3763439704792382,1.5198092160013252,1.2464517003482523,1.6768474369145134,1.130132405608367
2020-11-12,1.3401889440468209,1.4669764918120276,1.2243799049840633,1.6047425482796842,1.1195493746237553
2020-11-13,1.3063998061230702,1.4180055110571228,1.203591798480005,1.5384089132821632,1.1095814881279278
2020-11-14,1.277453941260152,1.376598892497938,1.1854588588517332,1.4828937125650907,1.1006136452726816
2020-11-15,1.2513757429361774,1.3399113100057654,1.1686966240314884,1.4343033252402524,1.0918739532916981
2020-11-16,1.226045954294237,1.304756715768401,1.152087826609104,1.388220111031596,1.0828823327130017
2020-11-17,1.1986519913017584,1.2667724248119372,1.1341973725188836,1.3385586730494206,1.073408568463313
2020-11-18,1.172610250386594,1.2309204421639983,1.1170638343681236,1.2919944097003369,1.064281194108587
2020-11-19,1.147182144260549,1.1959371136212762,1.1004156034487012,1.2466805115308828,1.0556374911857327
2020-11-20,1.1242030849718352,1.1645674387447165,1.0852381956064563,1.2063312569251,1.0476727706485796
2020-11-21,1.103733816639682,1.1370082267605908,1.0714333867435417,1.1712566171062682,1.04010693707217
2020-11-22,1.0857563379654696,1.1136569990292686,1.0585547871997945,1.1422567703911917,1.0320523467322433
2020-11-23,1.0669793136162549,1.089689975239442,1.0447420253227864,1.1128740101923482,1.0229781103590365
2020-11-24,1.0474987849833237,1.0648342745204877,1.0304455357154454,1.0824520043269379,1.0136745267168532
2020-11-25,1.0265437381092057,1.039968734095683,1.0132920531276692,1.053567041087101,1.0002136791510732
2020-11-26,1.0049429410996034,1.0159515028458337,0.9940536685013849,1.0270793537400755,0.9832836850511782
2020-11-27,0.9843428981507988,0.9960993763894878,0.9727251807601699,1.0079946154762371,0.9612462242176012
2020-11-28,0.9636372514460732,0.9787963991438626,0.9487128957243702,0.9941903388177387,0.9340233319787539
2020-11-29,0.9427525746041504,0.9620036024565155,0.9238868251252574,0.9816399086823528,0.9054063540198367
2020-11-30,0.9208887982583893,0.9447226006199893,0.8976563793612654,0.9691577864460652,0.8750253439286175
2020-12-01,0.9005568859238468,0.9286466884739258,0.8733169411093743,0.9575863487596116,0.8469268540305087
2020-12-02,0.8812369265501818,0.9134093708100317,0.8501980237579432,0.9467153565374928,0.8202926624333158
2020-12-03,0.8633785035563871,0.8993748113905601,0.8288234785837613,0.9368124020862798,0.7957097364726824
2020-12-04,0.8473256806304089,0.8867344904144684,0.8096691675499593,0.9278955969021379,0.7737649511731199
2020-12-05,0.832835850377689,0.8752926533205349,0.7924396629825622,0.9198100718110997,0.7541040911351544
2020-12-06,0.8184136352981266,0.8638156042910742,0.7753996347286337,0.9116055417074763,0.7347736025825952
2020-12-07,0.8071783098744673,0.8547635839634691,0.7622441963118085,0.905000018578814,0.719961243275493
2020-12-08,0.8003639326038805,0.8492720458777346,0.7542746923482796,0.9009990321698419,0.7110043251109318
2020-12-09,0.7948333247079605,0.8447635112612822,0.7478568697357856,0.8976474293957507,0.7038341463447574
2020-12-10,0.78968498231764,0.8406086535500392,0.7418490783327791,0.8946200920299769,0.6971009415954568
2020-12-11,0.7851172138726702,0.8369429118314364,0.7365037811627217,0.8919808750390202,0.6911026137015911
2020-12-12,0.7812086895466911,0.8337918017894334,0.7319450371386359,0.8896943738668627,0.6860008445652676
2020-12-13,0.7805960153177323,0.8332949913816864,0.7312331501339492,0.8893300783258113,0.6852063958303369
